CrashID,CrashMasterFile,Lat,Long,rtunique,CurvePresent,GradePresent,BadVisibility,BadWeather,WetRdway,VOSh,Congestion,Speed,Sphr,P_N,VehicleDefect,WorkZone,Animal/Debris,SlipperySurf/WaterPooling,Impaired,Dstracted,Inattention,DrivingTooFast,RightOfWay,ImproperManeuver,FollowTooClose
6363,72212705,38.20284,-85.68595,056-I-0264-010,1,0,1,0,0,0,0,55.3,No,No,0,0,0,0,0,0,0,0,0,0,0
6369,72212810,37.98286,-85.6997,015-I-0065-000,1,0,1,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6370,72212816,38.48323,-85.26793,052-I-0071-010,1,1,0,0,1,1,0,64.6,No,No,0,0,0,1,0,0,0,0,0,1,0
6372,72212836,38.1011,-84.48867,034-I-0075-010,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,1,0,0,1,0
6373,72212861,37.84862,-84.32989,076-I-0075-000,0,0,0,0,0,1,0,68.87,No,No,0,0,1,0,0,0,0,0,0,0,0
6374,72212862,38.30719,-84.5587,105-I-0075-000,1,0,0,0,0,0,0,64.61,No,No,0,0,0,0,1,0,0,0,0,0,0
6376,72212876,39.05161,-84.55987,059-I-0075-000,0,0,0,0,0,0,0,54.25,No,No,0,0,0,0,0,0,1,0,0,0,0
6377,72212877,38.18666,-85.72628,056-I-0065-010,0,0,0,0,0,1,0,55.3,No,No,0,0,0,0,0,0,0,0,0,0,0
6379,72212907,37.072,-84.0992,063-I-0075-010,0,0,0,0,0,1,0,53.54,No,No,0,0,0,0,0,0,0,0,0,0,0
6382,72212928,38.26054,-85.7362,056-I-0064-000,1,0,0,0,0,1,1,39.15,No,Yes,0,0,0,0,0,0,1,0,0,0,0
6384,72212980,39.021,-84.6177,008-I-0075-000,0,0,0,0,1,0,1,37.16,No,No,0,0,0,1,0,0,1,0,0,0,0
6385,72212981,39.02082,-84.61796,008-I-0075-000,0,0,0,0,1,0,1,40,No,No,0,0,0,1,0,0,1,0,0,0,0
6387,72212992,38.94741,-84.63316,008-I-0075-000,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6391,72213069,39.05019,-84.56983,059-I-0075-010,0,0,1,0,0,0,1,28.46,No,No,0,1,0,0,0,0,1,0,1,1,0
6393,72213087,38.85609,-84.66078,008-I-0071-010,0,0,0,1,1,0,0,57.63,No,No,0,0,0,1,0,0,0,0,0,1,0
6395,72213110,38.06945,-84.44869,034-I-0075-000,0,0,1,0,0,0,0,67.4,No,No,0,0,0,0,0,0,0,0,0,0,0
6407,72213234,36.75155,-84.17519,118-I-0075-010,0,0,0,0,0,1,0,47.13,No,No,1,0,0,0,0,0,0,0,0,0,0
6412,72213379,39.09936,-84.49263,019-I-0471-010,0,0,0,0,1,0,1,43.19,No,No,0,0,0,1,0,0,1,0,0,0,0
6413,72213388,37.04693,-88.01886,072-I-0024-010,0,0,0,0,0,1,0,68.11,No,No,0,0,0,0,0,0,0,0,0,0,0
6414,72213390,39.05727,-84.46936,019-I-0471-000,1,0,0,1,1,0,0,52.15,No,No,0,0,0,1,0,0,0,0,0,1,0
6419,72213485,37.55314,-84.31678,076-I-0075-010,0,0,0,1,1,1,0,66.41,No,No,0,0,0,0,0,0,0,0,0,1,0
6420,72213494,37.00293,-88.32456,079-I-0024-000,0,0,0,0,0,1,0,66.27,No,No,0,0,0,0,0,0,0,0,0,0,0
6421,72213501,38.35073,-85.48394,093-I-0071-010,0,0,0,0,0,1,0,65.9,No,No,0,0,0,0,0,0,1,0,0,0,1
6425,72213537,36.83939,-84.16251,118-I-0075-000,0,0,1,1,1,0,0,60.15,No,No,0,0,0,1,0,0,0,0,0,1,0
6426,72213545,37.88846,-84.34564,034-I-0075-000,0,1,1,0,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,0,0
6427,72213552,38.23618,-85.64454,056-I-0064-010,0,0,0,1,1,1,0,53.04,No,No,0,0,0,1,0,0,0,0,0,1,0
6428,72213569,37.48251,-87.47582,054-I-0069-010,1,0,0,1,1,1,0,68.22,No,No,0,0,0,1,0,0,0,0,0,0,0
6429,72213570,37.48205,-87.4756,054-I-0069-000,1,0,0,1,1,1,0,66.56,No,No,0,0,0,1,0,0,0,0,0,0,0
6430,72213576,38.11162,-85.6894,056-I-0265-000,0,0,0,0,0,1,1,17.34,No,No,0,0,1,0,0,0,0,0,0,0,0
6432,72213593,37.6968,-87.51468,051-I-0069-010,0,0,0,1,1,0,0,67.01,No,No,0,0,0,1,0,0,0,0,0,1,0
6433,72213597,39.09951,-84.49248,019-I-0471-000,0,0,0,0,0,1,1,24,No,No,0,0,0,0,0,0,0,0,0,0,0
6434,72213603,38.16248,-85.72047,056-I-0065-000,1,1,0,0,0,1,0,55.3,No,No,0,0,0,0,0,0,0,0,0,1,0
6435,72213619,37.04007,-86.2243,114-I-0065-010,0,0,0,0,0,1,0,67.38,No,No,0,0,0,0,0,0,0,0,0,1,0
6437,72213692,37.05605,-86.1277,114-I-0065-010,0,0,0,0,0,1,0,66.97,No,No,0,0,0,0,0,0,1,0,0,1,0
6438,72213709,38.19906,-85.7342,056-I-0065-010,1,1,0,0,0,0,0,45.23,No,No,0,0,0,0,0,0,0,0,0,0,0
6439,72213716,38.36524,-82.78211,010-I-0064-010,0,1,1,0,0,0,0,70.21,No,No,0,0,1,0,0,0,0,0,0,0,0
6441,72213734,38.53914,-85.21671,052-I-0071-010,0,0,0,1,0,1,0,56.45,No,No,0,0,0,0,0,0,0,0,0,0,0
6442,72213758,36.75695,-87.5335,024-I-0024-000,0,0,0,0,0,0,0,69.68,No,No,0,0,0,0,0,0,0,0,0,1,0
6443,72213763,37.90079,-84.35692,034-I-0075-010,0,0,0,0,1,1,0,70.21,No,No,0,0,0,0,0,0,0,0,0,1,0
6450,72213845,38.1922,-85.71303,056-I-0264-000,0,0,0,0,0,0,0,51.53,No,No,0,0,1,0,0,0,0,0,0,0,1
6451,72213849,38.23451,-85.7512,056-I-0065-010,1,0,0,0,1,0,1,16.58,No,No,0,0,0,0,0,0,0,0,0,0,0
6452,72213853,38.25323,-85.61915,056-I-0264-000,0,0,0,1,1,0,0,53.08,No,No,0,0,0,0,0,0,1,0,1,0,0
6453,72213892,38.12204,-84.54146,034-I-0064-010,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,1,0
6454,72213911,38.27788,-85.82125,056-I-0064-010,0,0,0,0,0,0,,,Yes,,0,0,0,0,0,0,0,0,0,0,0
6456,72213941,37.34538,-84.30796,102-I-0075-000,0,0,0,0,0,0,0,50.76,No,No,0,1,0,0,0,0,1,0,0,0,0
6457,72213953,37.73742,-84.32352,076-I-0075-000,1,0,0,1,1,1,0,59.36,No,No,0,0,0,0,0,0,0,1,0,0,0
6458,72213979,37.48247,-85.88132,062-I-0065-010,0,0,0,0,1,0,0,69.64,No,No,0,0,0,0,0,0,0,1,0,1,0
6460,72214015,38.47156,-84.57993,105-I-0075-010,0,0,1,1,1,0,0,68.84,No,No,0,0,0,0,0,0,0,1,0,0,0
6461,72214016,38.46467,-84.57766,105-I-0075-010,0,0,1,1,1,1,0,68.4,No,No,0,0,0,0,0,0,0,1,0,0,0
6462,72214050,38.15175,-85.05703,106-I-0064-010,0,0,0,0,0,0,0,70.01,No,No,1,0,0,0,0,0,0,0,0,0,0
6466,72214073,36.79068,-87.59283,024-I-0024-010,0,0,0,0,0,0,0,68.98,No,No,0,0,0,0,0,0,0,0,0,1,0
6467,72214081,38.81032,-84.71637,039-I-0071-000,0,1,0,0,0,1,0,46.74,No,No,0,0,0,0,0,0,0,0,0,1,0
6468,72214083,38.58632,-85.1754,021-I-0071-000,1,1,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,1,0
6470,72214118,38.68972,-84.6013,041-I-0075-000,0,0,0,1,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,0,0
6471,72214119,38.5562,-84.59654,041-I-0075-000,1,0,0,1,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,0,0
6473,72214141,36.98506,-84.10948,063-I-0075-000,0,1,0,1,1,0,0,66.9,No,No,0,0,0,1,0,0,0,0,0,0,0
6474,72214165,36.99223,-88.43516,079-I-0024-000,0,0,0,0,0,1,0,66.45,No,No,0,0,1,0,0,0,0,0,0,0,1
6475,72214176,38.37942,-85.42482,093-I-0071-010,0,1,0,0,0,0,0,62.32,No,No,0,0,0,0,0,0,0,0,0,1,0
6476,72214187,37.01247,-86.30964,114-I-0065-010,0,0,0,0,0,1,0,66.83,No,No,0,0,0,0,0,0,0,0,0,0,0
6477,72214202,38.1859,-85.82496,056-I-0264-000,1,0,0,0,1,1,0,55.3,No,No,0,0,0,0,0,0,1,0,0,0,0
6479,72214267,37.43924,-84.34005,102-I-0075-000,0,1,1,0,0,0,0,70.21,No,No,0,0,0,0,0,1,0,0,0,0,0
6480,72214312,37.339,-85.90668,050-I-0065-000,1,1,0,1,1,0,0,69.36,No,No,0,0,0,1,0,0,0,0,0,1,0
6482,72214335,37.78918,-85.76381,047-I-0065-000,1,1,0,0,0,1,0,65.4,No,No,0,0,0,0,0,0,0,0,0,0,0
6484,72214439,38.25323,-85.61915,056-I-0264-000,1,1,0,1,1,1,1,41.03,No,No,0,0,0,1,0,0,1,1,0,1,0
6485,72214497,38.10512,-84.49621,034-I-0075-000,0,0,0,1,1,1,1,33.18,No,No,0,0,0,1,0,0,1,0,0,1,1
6487,72214538,38.24227,-84.54494,105-I-0075-000,0,0,0,1,1,0,0,69.14,No,No,0,0,0,0,0,0,0,1,0,1,0
6488,72214545,38.97943,-84.6396,008-I-0075-010,0,0,0,0,0,1,0,63.72,No,No,0,0,0,0,0,0,0,0,0,1,0
6489,72214557,38.04206,-85.69642,015-I-0065-000,0,0,0,0,0,0,0,65.91,No,No,0,0,0,0,0,0,1,0,0,0,0
6490,72214570,38.53913,-84.59176,041-I-0075-000,1,1,0,1,1,0,0,52.97,No,No,1,0,0,1,0,0,0,0,0,1,0
6491,72214586,37.83432,-85.71736,015-I-0065-000,0,0,0,0,0,0,0,67.47,No,No,0,0,0,0,1,0,0,0,0,0,0
6492,72214612,38.32461,-83.07687,022-I-0064-010,0,1,0,1,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,0,0
6493,72214626,38.23841,-84.54383,105-I-0075-010,0,0,0,1,1,1,0,64.01,No,No,0,0,0,0,0,0,0,1,0,1,0
6494,72214628,38.26769,-83.40846,103-I-0064-000,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,1,0,0,0,0,0,0
6495,72214637,37.01136,-86.33202,114-I-0065-000,1,1,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,1,0
6496,72214674,38.22864,-85.5949,056-I-0064-010,0,0,0,0,0,1,0,55.17,No,No,0,0,0,0,0,0,0,0,0,1,0
6497,72214686,39.01851,-84.62154,008-I-0075-000,0,0,0,0,0,1,1,42.05,No,No,0,0,0,0,0,0,1,0,0,0,1
6498,72214699,38.5858,-85.17558,021-I-0071-000,1,1,0,1,1,1,0,46.66,No,No,0,0,0,1,0,0,0,0,0,1,0
6499,72214706,37.10668,-84.10141,063-I-0075-000,0,0,1,0,1,1,0,65,No,No,0,0,0,0,0,0,1,0,0,0,0
6503,72214739,37.01222,-88.58406,073-I-0024-000,0,0,1,0,0,1,1,34.52,No,No,0,0,0,0,1,0,0,0,0,0,0
6506,72214810,38.25875,-85.76151,056-I-0064-010,0,0,0,0,0,0,0,53.89,No,No,0,0,0,0,0,0,0,0,0,0,1
6507,72214840,38.2316,-85.63059,056-I-0264-010,0,0,0,0,0,0,0,55.3,No,No,0,0,0,0,0,0,0,0,0,1,0
6508,72214892,37.78039,-84.31811,076-I-0075-010,0,0,0,0,0,0,0,64.68,No,No,0,0,0,0,1,0,0,1,1,0,0
6509,72214915,39.05908,-84.53849,059-I-0075-010,0,1,0,0,0,0,0,55.3,No,No,0,0,0,0,0,0,0,0,0,0,1
6510,72214920,38.35174,-82.91085,022-I-0064-000,0,0,0,0,0,0,0,61.16,No,No,1,0,0,0,0,0,0,0,0,0,0
6511,72214926,38.1573,-84.88609,037-I-0064-000,0,0,0,0,0,0,0,68.33,No,No,0,0,0,0,0,0,0,0,0,0,0
6513,72214975,39.0117,-84.63261,008-I-0075-000,0,0,0,0,0,0,1,23.81,No,No,0,0,0,0,0,0,1,0,0,0,0
6514,72215004,39.05096,-84.5518,059-I-0075-000,1,0,0,0,0,0,0,51.27,No,No,0,0,0,0,0,0,1,0,0,1,0
6515,72215005,39.05138,-84.56273,059-I-0075-000,0,1,0,0,0,1,1,35.83,No,No,0,0,0,0,0,0,1,0,0,0,0
6516,72215006,38.26509,-85.77647,056-I-0064-000,0,0,0,0,1,0,1,25.1,No,No,0,0,0,0,0,0,1,0,0,0,0
6517,72215009,39.02598,-84.55677,059-I-0275-010,0,1,0,0,0,0,0,49.2,No,No,1,0,0,0,0,0,0,0,0,1,0
6518,72215010,36.81734,-87.64043,024-I-0024-000,0,0,1,0,0,1,0,68.7,No,No,0,0,0,0,0,0,0,0,0,1,0
6519,72215026,38.24203,-85.7529,056-I-0065-010,0,0,0,0,0,0,1,28.23,No,No,0,0,0,0,0,0,1,0,0,0,0
6520,72215028,38.66107,-84.58703,041-I-0075-000,1,0,0,1,1,0,0,61.28,No,No,0,0,0,1,0,0,0,0,0,0,0
6521,72215030,38.29346,-85.66421,056-I-0071-000,1,1,0,0,0,1,0,54.12,No,No,0,0,0,0,1,0,0,0,0,1,0
6522,72215077,38.10125,-84.48898,034-I-0075-010,0,0,0,0,0,0,1,20.75,No,No,0,0,0,0,0,0,0,0,0,1,0
6523,72215078,38.15411,-84.53259,034-I-0075-010,0,0,0,0,0,0,1,38.92,No,No,0,0,0,0,0,0,0,0,0,0,1
6524,72215085,38.22455,-85.75127,056-I-0065-010,0,1,0,0,0,1,1,23.02,No,No,0,0,0,0,0,0,0,0,0,0,0
6525,72215123,39.01142,-84.63323,008-I-0075-000,0,0,0,0,0,0,1,19.09,No,No,0,0,0,0,0,0,1,0,0,0,0
6526,72215133,37.19185,-87.58731,054-I-0069-010,0,0,1,0,0,0,0,68.35,No,No,0,0,1,0,0,0,0,0,0,0,0
6527,72215159,37.96462,-84.38881,034-I-0075-010,0,1,0,1,1,1,0,65.06,No,No,0,0,0,1,0,0,0,0,0,1,0
6528,72215165,39.04538,-84.61489,059-I-0275-000,0,0,1,0,0,0,0,65.24,No,No,0,0,0,0,0,0,0,0,0,0,0
6529,72215173,38.19112,-85.71784,056-I-0264-010,1,0,1,0,0,1,1,41.44,No,No,0,0,0,0,0,0,0,0,1,0,0
6530,72215186,38.11222,-84.51133,034-I-0075-010,1,1,1,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6533,72215246,37.95741,-84.38892,034-I-0075-010,1,0,0,1,1,1,0,70.21,No,No,0,0,0,1,0,0,0,1,0,0,0
6534,72215275,38.27204,-83.38632,103-I-0064-010,1,1,0,1,1,0,0,62.14,No,No,1,0,0,1,0,0,0,0,0,0,0
6537,72215313,39.0563,-84.54348,059-I-0075-010,0,0,0,0,0,0,1,8.88,No,No,0,0,0,0,1,0,0,0,0,0,0
6539,72215321,39.00863,-84.63815,008-I-0075-010,0,0,0,0,0,0,0,65.24,No,No,0,0,1,0,0,0,0,0,0,0,0
6540,72215351,38.71341,-84.60344,041-I-0075-000,0,1,0,1,1,0,0,58.04,No,No,0,0,0,1,0,0,0,1,0,1,1
6541,72215358,39.03736,-84.47012,019-I-0275-010,0,0,0,0,0,0,0,54.5,No,No,0,0,0,0,0,0,0,0,0,1,0
6542,72215364,39.09061,-84.52264,059-I-0075-000,0,0,0,0,0,0,,,Yes,,0,0,0,0,0,0,0,0,0,0,1
6543,72215410,38.64229,-85.12487,021-I-0071-000,1,0,1,0,0,1,0,63.91,No,No,0,0,1,0,0,0,0,0,0,0,0
6544,72215411,39.05141,-84.44353,019-I-0275-010,0,0,0,0,0,1,0,50.05,No,No,0,0,0,0,0,1,0,0,0,0,0
6545,72215412,39.05671,-84.4313,019-I-0275-010,0,0,0,0,0,0,0,46.76,No,No,0,0,0,0,0,0,1,0,0,1,0
6546,72215437,39.01858,-84.62141,008-I-0075-000,0,0,0,0,0,0,1,20.87,No,No,0,0,0,0,0,0,1,0,0,0,0
6547,72215440,37.37908,-85.88841,050-I-0065-000,0,1,1,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,1,0
6548,72215485,39.04539,-84.46586,019-I-0275-000,1,0,0,0,0,1,0,56.63,No,No,0,0,0,0,0,0,1,0,0,1,0
6551,72215515,38.15999,-84.86531,037-I-0064-010,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,1,0,0,0,0
6552,72215536,38.22239,-85.50551,056-I-0265-000,0,0,0,0,0,0,0,65.24,No,No,0,0,0,0,0,0,0,0,0,0,0
6553,72215537,38.22011,-85.44696,056-I-0064-000,0,0,0,0,0,0,0,56.82,No,No,0,0,0,0,0,0,0,0,0,0,0
6554,72215560,37.00965,-86.35309,114-I-0065-010,0,0,0,1,1,0,0,68.7,No,No,1,0,0,1,0,0,0,0,0,0,0
6556,72215600,39.07771,-84.52035,059-I-0075-000,0,0,0,0,0,0,1,13.02,No,No,0,0,0,0,0,0,0,0,1,0,0
6557,72215606,38.5805,-85.17902,112-I-0071-010,0,1,0,0,0,1,0,70.21,No,No,0,0,0,0,0,0,0,0,1,0,0
6559,72215625,38.69151,-84.60154,041-I-0075-010,0,1,0,1,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,1,0
6560,72215634,39.07155,-84.51911,059-I-0075-000,0,1,0,0,0,1,1,27.92,No,No,0,0,0,0,0,0,0,0,0,0,1
6561,72215658,37.13296,-88.68732,073-I-0024-000,0,0,0,0,0,0,0,59.68,No,No,0,0,1,0,0,0,0,0,1,0,1
6562,72215667,38.38568,-84.57463,105-I-0075-010,0,0,0,1,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,0,0
6563,72215685,38.11714,-85.64926,056-I-0265-000,0,0,0,0,0,0,1,14.18,No,No,0,1,0,0,0,0,0,0,0,0,1
6564,72215700,37.0112,-86.33951,114-I-0065-010,0,0,0,0,0,1,0,70.21,No,No,0,0,1,0,0,0,0,0,0,0,0
6565,72215703,38.20206,-85.68894,056-I-0264-010,0,0,0,0,0,1,0,55.3,No,No,0,0,0,0,0,0,0,0,0,1,0
6566,72215732,38.17621,-85.16693,106-I-0064-000,0,0,0,1,1,1,0,61.98,No,No,0,0,0,0,0,0,0,1,0,0,0
6567,72215738,38.15218,-85.06382,106-I-0064-000,0,0,1,0,0,0,0,67.63,No,No,0,0,0,0,0,0,0,0,0,0,0
6570,72215748,36.86307,-84.1494,118-I-0075-010,1,0,0,0,0,1,0,65.33,No,No,0,0,0,0,1,0,0,0,0,0,0
6571,72215758,38.16066,-84.69435,120-I-0064-000,0,0,0,0,0,0,0,70.21,No,No,1,0,0,0,0,0,0,0,0,1,0
6573,72215763,36.98969,-87.93562,072-I-0024-010,0,0,0,1,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,1,0
6575,72215774,38.98048,-84.63973,008-I-0075-000,0,0,0,0,0,0,0,48.17,No,No,0,0,0,0,0,0,0,0,0,0,1
6576,72215786,37.07499,-88.13739,072-I-0024-010,0,0,0,0,0,1,0,66.03,No,No,0,0,0,0,0,0,0,0,0,0,0
6577,72215787,36.99152,-87.94031,072-I-0024-010,1,0,0,0,1,0,0,70.21,No,No,0,0,0,1,0,0,0,0,0,0,0
6578,72215789,38.16486,-85.72096,056-I-0065-010,0,0,1,0,0,0,0,61.08,No,No,0,0,0,0,0,0,0,0,0,0,0
6580,72215806,39.07206,-84.51933,059-I-0075-010,0,1,1,0,0,0,1,40.58,No,No,0,1,0,0,0,0,1,0,0,0,1
6581,72215815,38.39512,-85.37955,093-I-0071-000,0,0,1,0,0,1,0,68.46,No,No,0,0,0,0,0,0,0,0,0,0,0
6582,72215821,36.83871,-87.66996,024-I-0024-000,0,0,1,0,0,0,0,70.21,No,No,0,0,0,0,1,0,0,1,0,0,0
6583,72215823,37.86626,-84.33254,076-I-0075-000,0,0,1,0,0,0,0,69.46,No,No,0,0,1,0,0,0,0,0,0,0,0
6585,72215843,38.13279,-84.56124,034-I-0064-000,1,0,1,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6586,72215853,37.55418,-85.87795,047-I-0065-010,0,1,0,0,0,1,0,49.47,No,No,0,1,0,0,0,0,1,0,0,0,0
6587,72215880,37.92773,-84.37289,034-I-0075-010,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6588,72215881,38.0594,-84.37407,034-I-0064-010,0,0,1,0,0,0,0,70.21,No,No,0,0,0,0,0,0,1,0,0,0,1
6591,72215902,38.22596,-85.50539,056-I-0265-010,0,1,0,0,0,0,0,65.24,No,No,0,0,0,0,1,0,0,0,0,0,0
6592,72215908,38.12895,-85.70237,056-I-0065-000,0,0,0,0,0,1,0,65.24,No,No,0,0,0,0,0,0,0,0,0,0,0
6593,72215926,39.02288,-84.48939,059-I-0275-000,0,0,0,0,0,0,0,61.42,No,No,0,0,0,0,0,0,1,0,0,0,0
6594,72215939,39.02312,-84.61538,059-I-0075-000,0,0,0,0,0,0,1,40.6,No,No,0,0,0,0,0,0,1,0,0,0,1
6596,72215963,38.2773,-85.80174,056-I-0064-000,0,1,0,0,0,0,0,55.3,No,No,0,0,0,0,0,0,1,0,0,0,0
6597,72215964,38.31095,-85.59009,056-I-0071-010,0,1,0,0,0,1,0,61.76,No,No,0,0,0,0,0,0,0,0,0,0,0
6598,72215965,38.21447,-85.75254,056-I-0065-010,1,0,0,0,0,0,1,40.43,No,No,0,0,0,0,0,0,0,0,0,0,1
6599,72215966,38.19178,-85.71473,056-I-0264-010,0,0,0,0,0,1,1,24.75,No,No,0,0,0,0,0,0,0,0,0,0,1
6600,72215987,38.36551,-82.77885,010-I-0064-010,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,1,0
6601,72215988,38.70918,-84.60268,041-I-0075-000,0,1,1,0,0,0,0,70.21,No,No,0,0,0,0,1,0,0,0,0,0,0
6603,72216008,39.04992,-84.5704,059-I-0075-010,0,0,0,0,0,0,1,39.95,No,No,0,0,0,0,0,0,0,0,0,0,0
6604,72216019,39.05139,-84.55381,059-I-0075-010,0,0,1,0,0,1,1,31.16,No,No,0,0,0,0,0,0,1,0,0,0,0
6605,72216021,39.02793,-84.53363,059-I-0275-010,1,0,0,0,0,0,1,27.81,No,No,0,0,0,0,0,0,1,0,0,0,0
6607,72216039,38.31885,-83.23817,022-I-0064-010,0,0,0,0,0,0,0,70.21,No,No,0,0,1,0,0,0,0,0,0,0,0
6608,72216066,36.99207,-88.42856,079-I-0024-000,0,0,0,1,1,1,0,68.08,No,No,0,0,0,1,0,0,0,0,0,0,0
6610,72216152,38.26132,-85.74204,056-I-0065-010,0,0,0,0,0,1,,,Yes,,0,0,0,0,0,0,0,0,0,0,0
6611,72216156,39.02282,-84.48567,019-I-0275-000,1,1,0,0,0,1,0,64.81,No,No,0,0,0,0,1,0,0,1,0,1,0
6615,72216198,38.25796,-84.55109,105-I-0075-010,0,1,0,0,0,0,0,66.06,No,No,0,0,0,0,0,0,1,0,0,1,0
6616,72216203,38.40584,-85.36155,093-I-0071-000,0,1,0,0,0,0,1,2.97,No,No,0,0,0,0,0,0,1,0,0,1,0
6617,72216207,36.81727,-86.47269,114-I-0065-000,0,0,0,0,0,1,0,70.21,No,No,0,0,0,0,0,0,1,0,1,1,0
6618,72216218,38.17384,-84.8091,037-I-0064-010,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6619,72216240,38.20947,-84.53152,105-I-0075-000,0,1,1,0,0,1,0,67.64,No,No,0,0,0,0,0,0,0,0,0,0,0
6620,72216241,39.02039,-84.61853,008-I-0075-000,0,0,0,0,0,0,1,19.76,No,No,0,0,0,0,0,0,0,0,0,1,0
6621,72216252,38.11021,-85.68256,056-I-0265-000,1,0,0,0,0,1,0,64.26,No,No,0,0,0,0,0,0,0,0,0,0,0
6622,72216260,38.85193,-84.6644,008-I-0071-010,0,1,0,0,0,1,0,65.64,No,No,0,0,1,0,0,0,0,0,0,1,0
6623,72216288,38.05794,-85.69905,015-I-0065-010,0,0,1,0,0,0,0,66.37,No,No,0,0,0,0,0,0,0,0,0,1,1
6624,72216290,38.82712,-84.59998,059-I-0075-000,0,0,1,0,0,0,0,49.44,No,No,0,0,0,0,1,0,0,0,0,0,0
6626,72216296,38.22232,-85.48785,056-I-0064-010,0,0,1,0,0,0,0,65.27,No,No,1,0,0,0,0,0,0,0,0,0,0
6627,72216301,38.21035,-85.75296,056-I-0065-000,0,0,1,0,0,0,0,45.25,No,No,0,0,0,0,0,0,0,0,0,0,0
6628,72216316,37.02746,-86.24422,114-I-0065-000,0,1,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6631,72216362,38.44853,-85.30435,052-I-0071-000,0,0,1,0,0,0,1,4.22,No,No,0,0,0,0,0,0,0,0,0,1,0
6633,72216379,38.37401,-82.68207,010-I-0064-000,0,0,0,0,0,1,0,67.39,No,No,0,0,0,0,0,0,0,0,0,1,0
6634,72216401,38.07402,-83.98036,087-I-0064-000,0,0,0,1,1,0,0,67.22,No,No,0,0,0,1,0,0,0,0,0,0,0
6635,72216410,39.05212,-84.46765,019-I-0471-000,0,0,0,0,0,1,0,62.48,No,No,0,0,0,0,0,0,1,0,0,0,0
6636,72216422,36.86231,-86.45304,114-I-0065-010,0,0,0,0,0,0,1,24.28,No,No,0,0,0,0,0,0,1,0,0,0,0
6637,72216430,38.30028,-85.55256,056-I-0265-000,0,0,0,0,1,1,1,43.23,No,No,1,0,0,0,0,0,0,0,0,0,0
6638,72216438,36.95667,-84.11868,118-I-0075-010,0,0,0,0,0,1,0,65.31,No,No,0,0,0,0,0,0,0,0,0,0,0
6639,72216443,38.23617,-85.63566,056-I-0064-010,1,0,0,0,0,1,1,31.1,No,No,0,0,0,0,0,0,0,0,0,0,0
6640,72216444,36.62265,-84.10732,118-I-0075-000,1,0,0,0,0,1,0,68.7,No,No,0,0,0,0,0,0,0,0,0,0,0
6641,72216474,36.87204,-86.44886,114-I-0065-010,0,0,1,0,0,1,0,69.24,No,No,0,0,0,0,0,1,0,0,0,1,0
6642,72216483,39.02011,-84.619,008-I-0075-000,0,0,0,0,0,0,0,54.98,No,No,0,0,0,0,0,0,1,0,0,0,1
6643,72216509,39.03999,-84.58793,059-I-0075-010,0,0,0,0,0,0,0,61.1,No,No,0,0,0,0,0,0,0,0,0,0,1
6645,72216521,37.89678,-84.3546,034-I-0075-010,0,0,0,0,0,0,0,70.21,No,No,0,0,0,0,1,0,0,0,0,0,0
6646,72216527,38.09882,-84.48344,034-I-0075-000,0,1,0,0,0,0,0,70.21,No,No,0,0,0,0,0,0,0,0,0,0,0
6647,72216537,38.04584,-84.42097,034-I-0075-000,1,1,0,0,0,1,0,66.51,No,No,0,0,0,0,0,0,0,0,0,1,0
6648,72216538,38.05672,-84.42076,034-I-0064-000,0,0,0,0,0,1,0,59.46,No,No,0,0,0,0,0,0,0,0,0,0,0
6649,72216540,38.04811,-84.33602,034-I-0064-010,1,0,0,0,0,0,0,70.21,No,No,0,0,0,0,1,0,0,0,0,0,0
6650,72216548,38.02867,-84.41749,034-I-0075-000,0,0,0,0,0,0,0,64.44,No,No,0,0,0,0,1,0,0,0,0,0,0
6651,72216565,38.4163,-85.34134,093-I-0071-010,0,1,0,0,0,1,0,57.62,No,No,0,0,0,0,1,0,0,0,0,0,0
